region,year,opzh,vrp,real_wage_index
Чукотский автономный округ,2021,64.87,140026.3,104.6
Белгородская область,2022,73.03,1282187.9,99.44680796615518
Брянская область,2022,71.22,547720.9,99.70214849123748
Владимирская область,2022,70.8,779080.5,100.04613386137396
Воронежская область,2022,72.45,1363025.6,99.28260695172608
Ивановская область,2022,70.57,362816.5,96.78760675841332
Калужская область,2022,72.48,687651.6,94.4447446166452
Костромская область,2022,69.9,275038.3,97.31468086096925
Курская область,2022,71.54,663507.8,98.9136199631802
Липецкая область,2022,72.12,780138.9,101.3907206195534
Московская область,2022,73.78,7774430.0,95.43193807838192
Орловская область,2022,70.73,366295.8,99.4836206527642
Рязанская область,2022,72.14,614419.9,98.7617484408294
Смоленская область,2022,70.35,483282.4,100.84145917391253
Тамбовская область,2022,72.01,452306.1,99.54915376071794
Тверская область,2022,69.94,620842.8,98.94475467069992
Тульская область,2022,71.86,1002419.4,102.53014581793812
Ярославская область,2022,71.55,740598.6,100.09080114531434
г. Москва,2022,78.17,27726392.1,98.6651367089502
Республика Карелия,2022,69.03,392693.2,99.34293879150825
Республика Коми,2022,69.94,971635.0,99.9479911080193
Архангельская область,2022,70.93,1189495.0,96.87542857905632
Вологодская область,2022,71.56,1020858.9,102.55494018754644
Калининградская область,2022,73.07,733450.2,99.72702825659104
Ленинградская область,2022,73.33,1660133.9,101.40115578599224
Мурманская область,2022,70.16,1152107.7,99.37390440849248
Новгородская область,2022,70.45,377578.5,102.87069608192422
Псковская область,2022,68.95,255842.8,97.01375529994816
г. Санкт-Петербург,2022,75.77,11173493.1,100.105780634787
Республика Адыгея,2022,73.6,191559.8,97.24051789913864
Республика Калмыкия,2022,73.49,119775.6,96.49934977576234
Краснодарский край,2022,72.92,4289164.5,102.00015632140205
Астраханская область,2022,71.8,763880.4,99.69700225313724
Волгоградская область,2022,73.24,1208235.4,100.50662490898232
Ростовская область,2022,72.0,2317782.0,100.25465782695716
Республика Дагестан,2022,78.22,876956.5,95.81762247525766
Республика Ингушетия,2022,78.34,83872.5,88.16323957396739
Кабардино-Балкарская Республика,2022,75.51,246552.8,98.6036237918907
Карачаево-Черкесская Республика,2022,75.32,123939.3,94.89757956249932
Республика Северная Осетия - Алания,2022,74.7,221180.7,97.1645292042029
Ставропольский край,2022,74.29,1177815.9,97.9453754250598
Республика Башкортостан,2022,72.98,2217066.7,100.7860879579756
Республика Марий Эл,2022,71.9,252741.9,100.37192009874988
Республика Мордовия,2022,73.16,338912.4,101.76669389227386
Республика Татарстан,2022,74.92,4144697.3,100.07471483033446
Удмуртская Республика,2022,72.13,965539.8,100.13075501534124
Чувашская Республика,2022,72.49,489177.6,101.18001142637468
Кировская область,2022,71.31,548013.8,98.54206224247405
Нижегородская область,2022,71.49,2277255.2,103.08958171495313
Оренбургская область,2022,71.24,1565767.7,99.00985877178972
Пензенская область,2022,72.07,588291.7,100.20332331490384
Самарская область,2022,72.14,2367618.4,100.0879533769871
Саратовская область,2022,72.85,1176232.0,101.0283380362496
Ульяновская область,2022,71.34,586437.6,100.11293875165418
Курганская область,2022,69.88,336231.3,101.07366398163693
Свердловская область,2022,71.31,3443588.6,100.33989690590394
Тюменская область,2022,74.59,13908749.1,103.75942853938416
Челябинская область,2022,72.16,2228903.6,102.74055200120786
Республика Алтай,2022,68.47,89613.1,95.42287364830428
Республика Тыва,2022,67.11,107913.7,98.11026604733772
Республика Хакасия,2022,70.57,345846.6,100.70351213777188
Алтайский край,2022,69.96,929614.2,103.62420952781537
Красноярский край,2022,70.58,3314866.6,103.57905677585704
Иркутская область,2022,69.31,2347579.8,102.28357623425698
Кемеровская область,2022,69.64,2170130.3,99.9952322064042
Новосибирская область,2022,71.49,1927143.6,99.50868272433576
Омская область,2022,71.45,926750.2,100.12001234858954
Томская область,2022,72.33,813183.4,101.74454033361395
Республика Бурятия,2022,69.35,447267.3,100.68492827736505
Республика Саха (Якутия),2022,72.67,2009286.6,99.23660314786062
Приморский край,2022,69.71,1575745.3,101.4999676631818
Хабаровский край,2022,69.96,1065100.8,100.2930430831464
Амурская область,2022,68.17,603562.5,99.50816442224124
Магаданская область,2022,68.45,315361.1,95.77261054771944
Сахалинская область,2022,70.37,1672496.2,96.82464456985598
Еврейская автономная область,2022,67.7,81120.5,99.60261271863808
Чукотский автономный округ,2022,66.2,145059.8,102.014939510871
Белгородская область,2023,73.7,1341408.9,107.8
Брянская область,2023,71.98,627017.8,110.1
Владимирская область,2023,71.62,893416.3,109.9
Воронежская область,2023,72.91,1494401.9,109.3
Ивановская область,2023,71.18,435227.7,109.5
Калужская область,2023,73.08,792281.5,106.9
Костромская область,2023,71.05,316018.2,108.0
Курская область,2023,72.45,747687.1,109.4
Липецкая область,2023,72.44,950272.5,109.4
Московская область,2023,74.49,9244579.6,109.3
Орловская область,2023,71.65,398720.4,109.9
Рязанская область,2023,73.19,692685.4,110.1
Смоленская область,2023,71.47,556552.9,113.2
Тамбовская область,2023,72.87,522646.8,109.5
Тверская область,2023,70.61,750838.4,112.0
Тульская область,2023,72.15,1149160.2,111.7
Ярославская область,2023,71.99,849769.9,111.5
г. Москва,2023,79.38,32339001.6,104.4
Республика Карелия,2023,69.75,434291.1,108.2
Республика Коми,2023,70.43,1049365.5,106.6
Архангельская область,2023,71.51,1263045.1,106.2
Вологодская область,2023,71.7,1081822.9,103.7
Калининградская область,2023,73.71,785205.9,108.6
Ленинградская область,2023,74.88,1915187.7,107.2
Мурманская область,2023,70.44,1127497.3,106.0
Новгородская область,2023,70.43,408968.1,111.0
Псковская область,2023,70.0,288750.0,109.3
г. Санкт-Петербург,2023,76.55,10908028.0,105.2
Республика Адыгея,2023,75.36,223013.0,110.1
Республика Калмыкия,2023,74.53,166710.2,111.3
Краснодарский край,2023,73.71,4772036.0,109.0
Астраханская область,2023,72.2,777718.3,106.6
Волгоградская область,2023,73.69,1384980.9,111.2
Ростовская область,2023,73.48,2693193.0,109.5
Республика Дагестан,2023,79.87,1034705.4,105.2
Республика Ингушетия,2023,79.2,95319.7,101.4
Кабардино-Балкарская Республика,2023,77.14,291100.4,106.5
Карачаево-Черкесская Республика,2023,76.25,143310.6,107.5
Республика Северная Осетия - Алания,2023,76.16,266555.8,106.7
Ставропольский край,2023,74.86,1340782.0,106.0
Республика Башкортостан,2023,73.17,2460269.4,110.5
Республика Марий Эл,2023,72.04,304473.1,112.3
Республика Мордовия,2023,73.78,396833.0,112.0
Республика Татарстан,2023,75.23,4583352.3,112.8
Удмуртская Республика,2023,72.34,1102900.3,110.3
Чувашская Республика,2023,73.07,601316.7,114.8
Кировская область,2023,71.99,605915.5,111.1
Нижегородская область,2023,72.1,2672241.8,111.0
Оренбургская область,2023,71.12,1763998.8,116.2
Пензенская область,2023,72.63,659002.8,111.0
Самарская область,2023,72.53,2646488.2,111.7
Саратовская область,2023,73.27,1345119.0,110.6
Ульяновская область,2023,72.04,673635.5,110.3
Курганская область,2023,69.79,380466.7,115.9
Свердловская область,2023,71.84,4128119.1,111.1
Тюменская область,2023,75.44,15946597.2,108.9
Челябинская область,2023,72.43,2589084.6,110.4
Республика Алтай,2023,69.39,108336.5,112.7
Республика Тыва,2023,66.59,122532.5,108.0
Республика Хакасия,2023,70.68,378551.6,110.6
Алтайский край,2023,70.77,1024355.4,106.7
Красноярский край,2023,71.32,3719646.8,110.4
Иркутская область,2023,69.82,2539383.9,113.8
Кемеровская область,2023,70.29,1883825.1,112.2
Новосибирская область,2023,72.2,2216436.2,110.6
Омская область,2023,71.83,1056600.3,107.2
Томская область,2023,73.05,912449.4,108.3
Республика Бурятия,2023,69.54,503918.8,104.2
Республика Саха (Якутия),2023,73.55,2229816.5,109.6
Приморский край,2023,70.06,1862934.3,109.0
Хабаровский край,2023,70.33,1262368.1,109.3
Амурская область,2023,68.25,793851.9,102.9
Магаданская область,2023,69.3,403892.8000000001,104.4
Сахалинская область,2023,70.22,1624560.7,104.8
Еврейская автономная область,2023,68.3,102215.3,108.3
Чукотский автономный округ,2023,66.56,186709.4,106.8
