,region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level,hospital_beds,doctors,lag_opzh
140,Владимирская область,2017,71.15,449849.2,103.5514379463424,4.8,9104.0,6.0,37.0,83.4,34.4,72.14000000000001
203,Воронежская область,2017,73.03,873429.4,102.81458554985976,4.3,8034.0,107.0,76.0,82.2,51.7,71.9
245,Ивановская область,2017,71.47,212464.7,102.139140489497,4.7,9488.0,6.0,23.0,80.6,43.8,72.94
329,Калужская область,2017,71.87,457052.5,103.3759298111768,4.0,9601.0,129.0,27.0,75.2,40.5,73.1525
413,Костромская область,2017,71.81,178485.6,103.14854162642456,5.3,9291.0,24.0,54.0,96.5,37.4,72.99600000000001
497,Курская область,2017,71.74,404759.8,103.84726641596762,4.1,8476.0,39.0,40.0,84.4,49.6,72.162
539,Липецкая область,2017,72.46,522266.2,105.06439430618768,3.9,8313.0,1462.0,326.0,82.0,42.0,71.27625
581,Московская область,2017,73.34,4290261.2,105.69888332691568,3.2,11365.0,1194.0,227.0,72.0,38.2,71.0
728,Орловская область,2017,71.63,231118.4,103.50149512877398,6.5,8932.0,7.0,21.0,90.9,44.9,70.815
1169,Рязанская область,2017,72.7,395276.9,101.19674485399712,4.1,8898.0,572.0,96.0,78.7,50.7,71.64750000000001
1274,Смоленская область,2017,71.14,313615.8,101.13987635239567,5.7,9664.0,113.0,62.0,95.1,52.1,72.295
1316,Тамбовская область,2017,73.21,320572.4,102.90135396518376,4.4,8214.0,15.0,63.0,76.7,37.7,71.39666666666666
1337,Тверская область,2017,70.45,420671.5,102.36985236985238,4.5,9665.0,67.0,74.0,93.4,45.7,0.0
1379,Тульская область,2017,71.18,594407.6,104.06189555125724,3.9,9065.0,403.0,120.0,86.4,37.0,73.54
1547,Ярославская область,2017,71.85,534549.7,104.04791807554824,6.6,8994.0,62.0,76.0,91.8,52.8,71.91999999999999
1568,г. Москва,2017,77.87,16538189.5,98.70179457808324,1.4,15397.0,52.0,60.0,62.1,55.9,72.47333333333331
959,Республика Карелия,2017,70.65,270802.5,100.77369439071566,8.6,12203.0,105.0,114.0,74.7,51.6,72.04625000000001
980,Республика Коми,2017,71.05,608574.5,101.0725673978162,7.8,12539.0,664.0,451.0,100.2,51.4,71.908
56,Архангельская область,2017,71.94,759206.5,101.9755955839628,6.4,11380.0,417.0,251.0,91.2,55.0,72.30000000000001
182,Вологодская область,2017,71.26,542663.4,104.86454995630643,5.3,10234.0,2137.0,429.0,76.1,35.6,72.84333333333333
308,Калининградская область,2017,72.62,446677.6,100.41598142594565,5.2,10343.0,24.0,26.0,84.2,45.0,70.65666666666667
518,Ленинградская область,2017,72.54,1002543.3,104.22480993167164,4.6,9628.0,789.0,226.0,63.9,36.1,72.83000000000001
602,Мурманская область,2017,71.67,479352.8,101.66890466142335,7.0,13787.0,1356.0,243.0,96.9,53.2,72.13
644,Новгородская область,2017,69.68,256165.8,101.40028971511347,4.7,9886.0,155.0,53.0,81.8,43.3,72.90833333333333
791,Псковская область,2017,69.95,165858.1,101.72430401695404,6.5,10184.0,47.0,35.0,82.6,34.7,71.02333333333334
1589,г. Санкт-Петербург,2017,75.45,4283036.300000001,105.7424983223085,1.6,10792.0,82.0,87.0,84.5,80.7,70.88125
812,Республика Адыгея,2017,73.25,109714.5,101.74697638702246,8.8,8579.0,5.0,10.0,75.0,38.2,72.73
938,Республика Калмыкия,2017,73.54,80126.9,103.1669865642994,9.9,8551.0,0.4,3.0,78.2,53.7,71.39875
434,Краснодарский край,2017,73.42,2422752.7,101.509180044218,5.7,9925.0,1238.0,427.0,74.9,42.8,72.35499999999999
77,Астраханская область,2017,73.35,442608.8,104.45155659004944,7.4,9040.0,6.0,103.0,88.3,61.9,74.16250000000001
161,Волгоградская область,2017,73.54,850263.7,101.6115024606774,6.0,8720.0,149.0,138.0,87.3,44.6,72.31333333333332
1148,Ростовская область,2017,73.03,1441723.3,103.40821068938806,5.6,9262.0,1165.0,195.0,80.8,37.5,71.406
896,Республика Дагестан,2017,77.79,639513.2999999999,103.26086956521738,12.0,9239.0,6.0,14.0,69.2,40.1,71.352
917,Республика Ингушетия,2017,81.59,60855.8,98.54903106436848,26.4,9111.0,0.0,1.0,45.0,45.8,71.212
287,Кабардино-Балкарская Республика,2017,75.81,155221.80000000002,101.19560019129604,10.4,10140.0,0.3,3.0,77.7,45.2,70.36
350,Карачаево-Черкесская Республика,2017,75.94,82765.6,101.49686141960406,13.5,8719.0,233.0,17.0,68.6,41.0,71.38499999999999
1064,Республика Северная Осетия - Алания,2017,75.51,152526.4,104.89645829301335,11.8,8742.0,179.0,4.0,90.4,69.2,71.94
1295,Ставропольский край,2017,74.19,735609.5,103.82251248559352,5.2,8248.0,61.0,95.0,80.6,43.2,73.67
854,Республика Башкортостан,2017,71.73,1487892.2,104.97667185069986,5.6,8318.0,369.0,418.0,78.0,42.1,71.31
1001,Республика Марий Эл,2017,72.24,178193.2,105.344395137951,6.1,8742.0,8.0,35.0,82.0,36.4,71.74000000000001
1022,Республика Мордовия,2017,73.4,236090.8,102.336037532988,4.2,7824.0,506.0,54.0,77.9,53.3,71.33500000000001
1085,Республика Татарстан,2017,74.2,2264655.8,103.98832684824905,3.5,8334.0,463.0,286.0,63.4,41.5,71.73
1421,Удмуртская Республика,2017,72.06,592037.6,105.4573703631773,4.8,8453.0,144.0,139.0,81.2,51.0,72.00200000000001
1505,Чувашская Республика,2017,72.73,296505.8,104.52859652547336,5.1,8236.0,9.0,43.0,82.6,49.7,72.13250000000001
392,Кировская область,2017,72.72,331754.4,104.77672925381847,5.3,9627.0,93.0,98.0,87.3,47.5,70.66999999999999
623,Нижегородская область,2017,71.88,1387920.9,102.6280452714368,4.2,8739.0,122.0,151.0,87.7,46.8,71.5325
707,Оренбургская область,2017,70.94,872857.1,101.54204247890604,4.5,8234.0,824.0,475.0,83.3,47.0,73.794
749,Пензенская область,2017,73.34,376076.2,101.09289617486338,4.5,8326.0,41.0,37.0,79.5,42.0,70.55833333333334
1190,Самарская область,2017,71.73,1449005.7,104.55868089233752,4.2,9400.0,303.0,251.0,74.0,47.9,72.67333333333333
1211,Саратовская область,2017,72.88,728946.4,102.43664717348928,4.8,8222.0,389.0,123.0,101.0,50.4,71.28125
1442,Ульяновская область,2017,72.34,374827.9,103.89985556090517,4.4,9062.0,79.0,34.0,82.0,41.3,71.926
476,Курганская область,2017,70.8,209985.5,105.10076173946584,9.1,9220.0,54.0,44.0,87.0,29.8,73.91499999999999
1253,Свердловская область,2017,71.23,2259526.0,103.71442354076216,5.5,10031.0,7292.0,928.0,85.2,42.0,71.93799999999999
1400,Тюменская область,2017,73.1,7097070.2,101.76312763510924,3.9,10197.0,189.0,2336.0,73.0,54.3,72.96125
1484,Челябинская область,2017,71.53,1416613.3,101.1846960574869,6.6,8962.0,2977.0,533.0,74.9,42.5,72.185
833,Республика Алтай,2017,71.15,48415.2,102.49145090376162,12.0,9405.0,2.0,7.0,72.8,47.5,73.15714285714286
1106,Республика Тыва,2017,66.29,65038.9,101.6390262826108,4.9,9342.0,15.0,115.0,113.7,43.1,0.0
1127,Республика Хакасия,2017,70.21,218148.4,101.5746500777605,6.9,9133.0,174.0,204.0,71.7,43.3,71.76599999999999
14,Алтайский край,2017,71.1,545303.0,103.5514379463424,5.7,8657.0,614.0,2371.0,94.7,49.1,72.75800000000001
455,Красноярский край,2017,70.61,1977016.1,103.85699018750609,8.7,11043.0,6431.0,660.0,82.0,48.1,72.20285714285714
266,Иркутская область,2017,69.19,1268311.7,103.4715525554484,7.1,9825.0,2320.0,1488.0,103.8,44.7,73.772
371,Кемеровская область,2017,69.35,1097861.0,105.7973843451103,6.0,8879.0,4422.0,195.0,90.5,53.1,73.09333333333333
665,Новосибирская область,2017,71.57,1179564.2,104.06140691799456,7.0,10316.0,1048.0,193.0,95.0,51.2,73.608
686,Омская область,2017,71.49,699716.5,102.86382232612507,6.3,8464.0,1738.0,263.0,79.1,55.7,73.44000000000001
1358,Томская область,2017,72.02,554393.9,100.36637099884302,9.6,10379.0,85.0,1148.0,102.5,46.4,71.985
875,Республика Бурятия,2017,70.69,224594.1,104.65907985604512,18.3,9563.0,609.0,20.0,86.4,52.9,71.75333333333333
1043,Республика Саха (Якутия),2017,71.68,942029.6,100.30452988199468,7.1,16610.0,410.0,244.0,98.7,60.5,72.85833333333333
770,Приморский край,2017,70.36,906265.0,103.444929645803,5.4,12158.0,1948.0,186.0,99.2,50.3,72.4
1463,Хабаровский край,2017,69.74,697951.0,102.30895565645832,4.8,12954.0,489.0,118.0,86.0,57.5,71.8975
35,Амурская область,2017,69.06,299181.0,107.39299610894945,5.9,11203.0,331.0,133.0,95.5,55.7,72.18400000000001
560,Магаданская область,2017,69.37,161851.2,104.74995172813284,5.2,17635.0,49.0,33.0,121.7,61.8,71.64500000000001
1232,Сахалинская область,2017,70.19,784503.4,101.8652749589253,5.9,13329.0,50.0,105.0,117.6,58.4,72.13666666666667
224,Еврейская автономная область,2017,68.83,55268.0,102.57885150033556,8.3,12161.0,106.0,23.0,121.6,37.0,75.45
1526,Чукотский автономный округ,2017,66.1,72873.8,102.84718187100523,2.9,20149.0,26.0,20.0,133.1,74.8,71.67
99,Белгородская область,2018,73.67,911597.9,106.7887257197332,3.9,8480.0,616.0,175.0,72.2,40.5,75.16666666666666
120,Брянская область,2018,71.71,367157.1,107.0,3.9,9655.0,103.0,40.0,75.8,40.5,71.75
141,Владимирская область,2018,71.23,480027.8,109.88690968847716,4.7,9523.0,8.0,42.0,83.4,34.9,72.15
204,Воронежская область,2018,73.15,951292.3,108.7,3.7,8612.0,142.0,104.0,82.1,52.3,72.18
246,Ивановская область,2018,71.29,232493.6,106.00965687612629,4.2,9900.0,4.0,22.0,81.9,44.3,73.29499999999999
330,Калужская область,2018,71.89,507632.2,107.7654694127748,3.9,10240.0,210.0,29.0,75.8,40.4,73.66
414,Костромская область,2018,71.87,191812.9,109.5680351943089,4.5,9664.0,16.0,32.0,95.8,37.5,73.186
498,Курская область,2018,71.91,451000.5,106.0,4.0,9058.0,34.0,51.0,85.0,51.3,72.20000000000002
540,Липецкая область,2018,72.62,604396.2,107.8,3.8,8720.0,1447.0,316.0,81.6,41.4,71.3775
582,Московская область,2018,73.52,4644635.0,106.5262281057046,2.7,11764.0,549.0,223.0,69.0,38.2,71.10285714285715
729,Орловская область,2018,71.56,247105.5,108.2,4.9,9513.0,5.0,28.0,90.8,44.7,71.095
1170,Рязанская область,2018,72.84,416183.2,106.5,4.2,9474.0,458.0,83.0,78.1,51.5,71.6725
1275,Смоленская область,2018,71.16,335059.9,108.74190424485172,5.1,10148.0,103.0,57.0,95.6,51.5,72.2
1317,Тамбовская область,2018,72.95,352202.6,106.7,4.1,8722.0,17.0,56.0,76.5,38.3,71.75666666666666
1338,Тверская область,2018,70.47,471065.5,109.8,4.1,10171.0,1.0,28.0,92.4,45.7,0.0
1380,Тульская область,2018,71.77,666763.0,106.0,3.9,9815.0,398.0,109.0,87.7,36.9,73.916
1548,Ярославская область,2018,72.25,583605.3,106.0,5.5,9451.0,17.0,73.0,90.8,53.7,71.91999999999999
1569,г. Москва,2018,77.84,18777726.0,109.6,1.2,16087.0,42.0,61.0,62.1,58.3,72.56166666666667
960,Республика Карелия,2018,70.56,300977.1,111.1,8.7,12829.0,81.0,124.0,74.4,51.3,72.0875
981,Республика Коми,2018,71.06,696242.2,107.0,7.3,12948.0,227.0,488.0,100.0,51.9,71.95600000000002
57,Архангельская область,2018,72.1,865723.3,110.60421695301596,6.4,11816.0,416.0,204.0,88.3,56.0,72.4825
183,Вологодская область,2018,71.43,615647.7,109.06405345839426,5.1,10698.0,2197.0,376.0,77.2,35.3,72.83166666666666
309,Калининградская область,2018,72.92,493302.4,106.3,4.7,10939.0,11.0,24.0,82.6,45.4,71.39333333333333
519,Ленинградская область,2018,73.07,1147644.4,107.9,4.1,10239.0,1093.0,218.0,64.9,38.4,73.13
603,Мурманская область,2018,71.68,521051.5,108.4005508397382,6.8,14649.0,535.0,215.0,94.1,52.4,71.90800000000002
645,Новгородская область,2018,70.26,259255.8,103.99978261791036,4.2,10407.0,1385.0,56.0,82.2,43.3,73.32499999999999
792,Псковская область,2018,70.16,180730.3,110.22397978676224,5.7,10623.0,19.0,37.0,84.6,34.0,71.10333333333332
1590,г. Санкт-Петербург,2018,75.93,4785218.6,109.1,1.5,11055.0,69.0,84.0,83.1,81.2,70.99374999999999
813,Республика Адыгея,2018,73.56,119961.8,110.2,8.6,9012.0,6.0,8.0,75.2,38.9,72.95
939,Республика Калмыкия,2018,73.84,86107.1,110.5522565594812,9.7,9120.0,0.3,4.0,78.3,51.8,71.4975
435,Краснодарский край,2018,74.3,2499915.5,108.8,5.2,10228.0,773.0,825.0,73.5,43.4,72.42750000000001
78,Астраханская область,2018,73.48,579210.0,110.70635839411636,7.5,9581.0,11.0,33.0,88.6,61.2,74.2025
162,Волгоградская область,2018,73.47,927811.7,107.4,5.6,9174.0,124.0,145.0,87.7,45.1,72.71666666666667
1149,Ростовская область,2018,73.21,1548222.9,108.01234177428398,5.1,9657.0,58.0,57.0,80.3,37.5,71.486
897,Республика Дагестан,2018,78.69,676060.8,113.36939122648764,11.6,9315.0,15.0,14.0,69.5,41.2,71.78999999999999
918,Республика Ингушетия,2018,82.41,67468.2,108.09010021235292,26.3,9992.0,0.0,1.0,44.4,45.4,71.49400000000001
288,Кабардино-Балкарская Республика,2018,76.28,161577.5,110.8,10.4,10497.0,0.1,3.0,75.1,45.3,70.48
351,Карачаево-Черкесская Республика,2018,76.09,85737.9,109.99927551873148,12.0,9251.0,146.0,15.0,68.7,41.7,71.6025
1065,Республика Северная Осетия - Алания,2018,75.68,161092.7,106.67656162542582,10.3,9014.0,149.0,11.0,88.8,67.2,72.1
1296,Ставропольский край,2018,74.18,784045.7,105.71220702536048,5.0,8622.0,94.0,95.0,83.7,43.9,73.61500000000001
855,Республика Башкортостан,2018,72.06,1739362.9,108.67394426940824,4.9,8784.0,343.0,455.0,77.4,42.8,71.668
1002,Республика Марий Эл,2018,71.99,192690.3,107.446750462533,5.0,8849.0,10.0,38.0,80.6,36.2,71.66499999999999
1023,Республика Мордовия,2018,73.66,245675.6,107.77681472625214,4.2,8503.0,367.0,38.0,79.0,53.5,71.58
1086,Республика Татарстан,2018,74.35,2622773.9,106.16624146446036,3.3,8709.0,392.0,394.0,63.3,42.2,72.31
1422,Удмуртская Республика,2018,72.45,679938.9,107.37355825499016,4.8,8975.0,43.0,179.0,78.0,49.3,72.144
1506,Чувашская Республика,2018,72.95,316622.9,107.71790519435918,5.0,8657.0,7.0,42.0,82.6,49.4,72.27250000000001
393,Кировская область,2018,72.47,353265.5,107.86388587812424,5.1,9897.0,82.0,94.0,87.8,47.0,70.98
624,Нижегородская область,2018,71.69,1502156.2,104.60243122615869,4.2,9222.0,73.0,92.0,89.7,47.6,71.61500000000001
708,Оренбургская область,2018,71.45,1058504.8,108.08022144563012,4.4,8642.0,1254.0,508.0,80.7,46.7,74.296
750,Пензенская область,2018,73.21,411028.7,107.72205647360124,4.4,8774.0,47.0,27.0,79.6,42.1,70.76
1191,Самарская область,2018,72.31,1625558.7,107.65206073481905,3.7,9872.0,253.0,218.0,73.9,47.7,72.66999999999999
1212,Саратовская область,2018,72.95,773838.6,106.00176508687184,5.0,8599.0,257.0,118.0,100.8,50.5,71.47875
1443,Ульяновская область,2018,72.17,386675.4,104.982788854334,3.7,9346.0,22.0,31.0,79.9,41.8,71.908
477,Курганская область,2018,70.78,215589.9,107.54618103345013,8.0,9387.0,51.0,39.0,86.7,29.7,73.905
1254,Свердловская область,2018,71.29,2423689.4,106.86442373312885,4.8,10217.0,6848.0,857.0,84.9,43.2,72.138
1401,Тюменская область,2018,73.4,8875003.7,105.33537012990156,3.1,10450.0,144.0,2308.0,72.6,55.1,73.37875
1485,Челябинская область,2018,71.64,1521325.4,106.35600001853824,5.6,9330.0,2230.0,488.0,74.2,42.0,72.3675
834,Республика Алтай,2018,70.59,54069.4,114.89695426771264,11.2,9752.0,1.0,4.0,74.5,45.8,73.53142857142856
1107,Республика Тыва,2018,66.47,73681.6,107.8841606754098,5.2,9949.0,15.0,107.0,113.2,42.1,0.0
1128,Республика Хакасия,2018,71.15,242341.1,109.30005220541238,6.1,9876.0,142.0,192.0,70.4,42.7,72.096
15,Алтайский край,2018,71.11,579740.5,108.2,4.9,9334.0,599.0,2319.0,92.0,49.8,73.0
456,Красноярский край,2018,70.71,2374749.9,113.0,7.5,11642.0,6386.0,641.0,81.0,48.7,72.42999999999999
267,Иркутская область,2018,69.31,1460512.2,108.8417786315541,6.1,10698.0,2459.0,1384.0,98.1,44.5,74.036
372,Кемеровская область,2018,69.32,1266424.5,107.37713641065967,6.7,9108.0,3674.0,126.0,91.3,54.0,73.32833333333333
666,Новосибирская область,2018,71.83,1301631.1,108.45172186019757,6.7,10552.0,860.0,202.0,94.8,50.8,73.81200000000001
687,Омская область,2018,71.96,736076.8,109.25258947477718,6.3,8942.0,2771.0,238.0,80.7,58.1,74.01
1359,Томская область,2018,72.84,612431.7,108.42669637558753,9.3,10595.0,202.0,1026.0,99.8,45.6,72.3425
