region,year,opzh,vrp,real_wage_index,unemployment_rate,living_wage,capture_mass_level,emissions_mass_level
Астраханская область,2017,73.35,442608.8,104.45155659004944,7.4,9040.0,6.0,103.0
Волгоградская область,2017,73.54,850263.7,101.6115024606774,6.0,8720.0,149.0,138.0
Ростовская область,2017,73.03,1441723.3,103.40821068938806,5.6,9262.0,1165.0,195.0
Республика Дагестан,2017,77.79,639513.2999999999,103.26086956521738,12.0,9239.0,6.0,14.0
Республика Ингушетия,2017,81.59,60855.8,98.54903106436848,26.4,9111.0,,1.0
Кабардино-Балкарская Республика,2017,75.81,155221.80000000002,101.19560019129604,10.4,10140.0,0.3,3.0
Карачаево-Черкесская Республика,2017,75.94,82765.6,101.49686141960406,13.5,8719.0,233.0,17.0
Республика Северная Осетия - Алания,2017,75.51,152526.4,104.89645829301335,11.8,8742.0,179.0,4.0
Ставропольский край,2017,74.19,735609.5,103.82251248559352,5.2,8248.0,61.0,95.0
Республика Башкортостан,2017,71.73,1487892.2,104.97667185069986,5.6,8318.0,369.0,418.0
Республика Марий Эл,2017,72.24,178193.2,105.344395137951,6.1,8742.0,8.0,35.0
Республика Мордовия,2017,73.4,236090.8,102.336037532988,4.2,7824.0,506.0,54.0
Республика Татарстан,2017,74.2,2264655.8,103.98832684824905,3.5,8334.0,463.0,286.0
Удмуртская Республика,2017,72.06,592037.6,105.4573703631773,4.8,8453.0,144.0,139.0
Чувашская Республика,2017,72.73,296505.8,104.52859652547336,5.1,8236.0,9.0,43.0
Кировская область,2017,72.72,331754.4,104.77672925381847,5.3,9627.0,93.0,98.0
Нижегородская область,2017,71.88,1387920.9,102.6280452714368,4.2,8739.0,122.0,151.0
Оренбургская область,2017,70.94,872857.1,101.54204247890604,4.5,8234.0,824.0,475.0
Пензенская область,2017,73.34,376076.2,101.09289617486338,4.5,8326.0,41.0,37.0
Самарская область,2017,71.73,1449005.7,104.55868089233752,4.2,9400.0,303.0,251.0
Саратовская область,2017,72.88,728946.4,102.43664717348928,4.8,8222.0,389.0,123.0
Ульяновская область,2017,72.34,374827.9,103.89985556090517,4.4,9062.0,79.0,34.0
Курганская область,2017,70.8,209985.5,105.10076173946584,9.1,9220.0,54.0,44.0
Свердловская область,2017,71.23,2259526.0,103.71442354076216,5.5,10031.0,7292.0,928.0
Тюменская область,2017,73.1,7097070.2,101.76312763510924,3.9,10197.0,189.0,2336.0
Челябинская область,2017,71.53,1416613.3,101.1846960574869,6.6,8962.0,2977.0,533.0
Республика Алтай,2017,71.15,48415.2,102.49145090376162,12.0,9405.0,2.0,7.0
Республика Тыва,2017,66.29,65038.9,101.6390262826108,4.9,9342.0,15.0,115.0
Республика Хакасия,2017,70.21,218148.4,101.5746500777605,6.9,9133.0,174.0,204.0
Алтайский край,2017,71.1,545303.0,103.5514379463424,5.7,8657.0,614.0,2371.0
Красноярский край,2017,70.61,1977016.1,103.85699018750609,8.7,11043.0,6431.0,660.0
Иркутская область,2017,69.19,1268311.7,103.4715525554484,7.1,9825.0,2320.0,1488.0
Кемеровская область,2017,69.35,1097861.0,105.7973843451103,6.0,8879.0,4422.0,195.0
Новосибирская область,2017,71.57,1179564.2,104.06140691799456,7.0,10316.0,1048.0,193.0
Омская область,2017,71.49,699716.5,102.86382232612507,6.3,8464.0,1738.0,263.0
Томская область,2017,72.02,554393.9,100.36637099884302,9.6,10379.0,85.0,1148.0
Республика Бурятия,2017,70.69,224594.1,104.65907985604512,18.3,9563.0,609.0,20.0
Республика Саха (Якутия),2017,71.68,942029.6,100.30452988199468,7.1,16610.0,410.0,244.0
Приморский край,2017,70.36,906265.0,103.444929645803,5.4,12158.0,1948.0,186.0
Хабаровский край,2017,69.74,697951.0,102.30895565645832,4.8,12954.0,489.0,118.0
Амурская область,2017,69.06,299181.0,107.39299610894945,5.9,11203.0,331.0,133.0
Магаданская область,2017,69.37,161851.2,104.74995172813284,5.2,17635.0,49.0,33.0
Сахалинская область,2017,70.19,784503.4,101.8652749589253,5.9,13329.0,50.0,105.0
Еврейская автономная область,2017,68.83,55268.0,102.57885150033556,8.3,12161.0,106.0,23.0
Чукотский автономный округ,2017,66.1,72873.8,102.84718187100523,2.9,20149.0,26.0,20.0
Белгородская область,2018,73.67,911597.9,106.7887257197332,3.9,8480.0,616.0,175.0
Брянская область,2018,71.71,367157.1,107.0,3.9,9655.0,103.0,40.0
Владимирская область,2018,71.23,480027.8,109.88690968847716,4.7,9523.0,8.0,42.0
Воронежская область,2018,73.15,951292.3,108.7,3.7,8612.0,142.0,104.0
Ивановская область,2018,71.29,232493.6,106.00965687612629,4.2,9900.0,4.0,22.0
Калужская область,2018,71.89,507632.2,107.7654694127748,3.9,10240.0,210.0,29.0
Костромская область,2018,71.87,191812.9,109.5680351943089,4.5,9664.0,16.0,32.0
Курская область,2018,71.91,451000.5,106.0,4.0,9058.0,34.0,51.0
Липецкая область,2018,72.62,604396.2,107.8,3.8,8720.0,1447.0,316.0
Московская область,2018,73.52,4644635.0,106.5262281057046,2.7,11764.0,549.0,223.0
Орловская область,2018,71.56,247105.5,108.2,4.9,9513.0,5.0,28.0
Рязанская область,2018,72.84,416183.2,106.5,4.2,9474.0,458.0,83.0
Смоленская область,2018,71.16,335059.9,108.74190424485172,5.1,10148.0,103.0,57.0
Тамбовская область,2018,72.95,352202.6,106.7,4.1,8722.0,17.0,56.0
Тверская область,2018,70.47,471065.5,109.8,4.1,10171.0,1.0,28.0
Тульская область,2018,71.77,666763.0,106.0,3.9,9815.0,398.0,109.0
Ярославская область,2018,72.25,583605.3,106.0,5.5,9451.0,17.0,73.0
г. Москва,2018,77.84,18777726.0,109.6,1.2,16087.0,42.0,61.0
Республика Карелия,2018,70.56,300977.1,111.1,8.7,12829.0,81.0,124.0
Республика Коми,2018,71.06,696242.2,107.0,7.3,12948.0,227.0,488.0
Архангельская область,2018,72.1,865723.3,110.60421695301596,6.4,11816.0,416.0,204.0
Вологодская область,2018,71.43,615647.7,109.06405345839426,5.1,10698.0,2197.0,376.0
Калининградская область,2018,72.92,493302.4,106.3,4.7,10939.0,11.0,24.0
Ленинградская область,2018,73.07,1147644.4,107.9,4.1,10239.0,1093.0,218.0
Мурманская область,2018,71.68,521051.5,108.4005508397382,6.8,14649.0,535.0,215.0
Новгородская область,2018,70.26,259255.8,103.99978261791036,4.2,10407.0,1385.0,56.0
Псковская область,2018,70.16,180730.3,110.22397978676224,5.7,10623.0,19.0,37.0
г. Санкт-Петербург,2018,75.93,4785218.6,109.1,1.5,11055.0,69.0,84.0
Республика Адыгея,2018,73.56,119961.8,110.2,8.6,9012.0,6.0,8.0
Республика Калмыкия,2018,73.84,86107.1,110.5522565594812,9.7,9120.0,0.3,4.0
Краснодарский край,2018,74.3,2499915.5,108.8,5.2,10228.0,773.0,825.0
Астраханская область,2018,73.48,579210.0,110.70635839411636,7.5,9581.0,11.0,33.0
Волгоградская область,2018,73.47,927811.7,107.4,5.6,9174.0,124.0,145.0
Ростовская область,2018,73.21,1548222.9,108.01234177428398,5.1,9657.0,58.0,57.0
Республика Дагестан,2018,78.69,676060.8,113.36939122648764,11.6,9315.0,15.0,14.0
Республика Ингушетия,2018,82.41,67468.2,108.09010021235292,26.3,9992.0,,1.0
Кабардино-Балкарская Республика,2018,76.28,161577.5,110.8,10.4,10497.0,0.1,3.0
Карачаево-Черкесская Республика,2018,76.09,85737.9,109.99927551873148,12.0,9251.0,146.0,15.0
Республика Северная Осетия - Алания,2018,75.68,161092.7,106.67656162542582,10.3,9014.0,149.0,11.0
Ставропольский край,2018,74.18,784045.7,105.71220702536048,5.0,8622.0,94.0,95.0
Республика Башкортостан,2018,72.06,1739362.9,108.67394426940824,4.9,8784.0,343.0,455.0
Республика Марий Эл,2018,71.99,192690.3,107.446750462533,5.0,8849.0,10.0,38.0
Республика Мордовия,2018,73.66,245675.6,107.77681472625214,4.2,8503.0,367.0,38.0
Республика Татарстан,2018,74.35,2622773.9,106.16624146446036,3.3,8709.0,392.0,394.0
Удмуртская Республика,2018,72.45,679938.9,107.37355825499016,4.8,8975.0,43.0,179.0
Чувашская Республика,2018,72.95,316622.9,107.71790519435918,5.0,8657.0,7.0,42.0
Кировская область,2018,72.47,353265.5,107.86388587812424,5.1,9897.0,82.0,94.0
Нижегородская область,2018,71.69,1502156.2,104.60243122615869,4.2,9222.0,73.0,92.0
Оренбургская область,2018,71.45,1058504.8,108.08022144563012,4.4,8642.0,1254.0,508.0
Пензенская область,2018,73.21,411028.7,107.72205647360124,4.4,8774.0,47.0,27.0
Самарская область,2018,72.31,1625558.7,107.65206073481905,3.7,9872.0,253.0,218.0
Саратовская область,2018,72.95,773838.6,106.00176508687184,5.0,8599.0,257.0,118.0
Ульяновская область,2018,72.17,386675.4,104.982788854334,3.7,9346.0,22.0,31.0
Курганская область,2018,70.78,215589.9,107.54618103345013,8.0,9387.0,51.0,39.0
Свердловская область,2018,71.29,2423689.4,106.86442373312885,4.8,10217.0,6848.0,857.0
Тюменская область,2018,73.4,8875003.7,105.33537012990156,3.1,10450.0,144.0,2308.0
Челябинская область,2018,71.64,1521325.4,106.35600001853824,5.6,9330.0,2230.0,488.0
Республика Алтай,2018,70.59,54069.4,114.89695426771264,11.2,9752.0,1.0,4.0
Республика Тыва,2018,66.47,73681.6,107.8841606754098,5.2,9949.0,15.0,107.0
Республика Хакасия,2018,71.15,242341.1,109.30005220541238,6.1,9876.0,142.0,192.0
Алтайский край,2018,71.11,579740.5,108.2,4.9,9334.0,599.0,2319.0
Красноярский край,2018,70.71,2374749.9,113.0,7.5,11642.0,6386.0,641.0
Иркутская область,2018,69.31,1460512.2,108.8417786315541,6.1,10698.0,2459.0,1384.0
Кемеровская область,2018,69.32,1266424.5,107.37713641065967,6.7,9108.0,3674.0,126.0
Новосибирская область,2018,71.83,1301631.1,108.45172186019757,6.7,10552.0,860.0,202.0
Омская область,2018,71.96,736076.8,109.25258947477718,6.3,8942.0,2771.0,238.0
Томская область,2018,72.84,612431.7,108.42669637558753,9.3,10595.0,202.0,1026.0
Республика Бурятия,2018,70.84,258578.6,110.992506054577,14.8,10395.0,560.0,4.0
Республика Саха (Якутия),2018,72.72,1126774.7,113.69158361366254,6.9,16667.0,378.0,256.0
Приморский край,2018,70.48,965485.2,107.89836927335904,5.4,12623.0,2087.0,181.0
Хабаровский край,2018,70.19,761589.2,107.4921764295196,3.8,13497.0,520.0,84.0
Амурская область,2018,69.11,334164.4,110.14444994427453,5.6,11172.0,359.0,113.0
Магаданская область,2018,69.62,176370.6,110.0240235799942,5.0,18910.0,48.0,29.0
Сахалинская область,2018,69.92,1233164.7,111.00101802151865,5.3,14072.0,47.0,85.0
Еврейская автономная область,2018,68.6,54577.8,110.42448366882384,7.0,13051.0,114.0,19.0
Чукотский автономный округ,2018,63.58,83422.6,103.96371697824954,3.1,21606.0,38.0,23.0
Белгородская область,2019,74.21,955329.2,103.9836053573979,3.9,9236.0,853.0,157.0
Брянская область,2019,72.31,399113.8,103.99567345447852,3.8,10320.0,104.0,46.0
Владимирская область,2019,71.87,535493.4,103.53516794006062,4.0,9901.0,10.0,54.0
Воронежская область,2019,73.63,1001790.3,103.4082389057852,3.6,8894.0,115.0,105.0
Ивановская область,2019,71.84,254968.9,102.05008369806896,3.8,9839.0,8.0,17.0
Калужская область,2019,72.35,549755.8,103.9219896754522,3.7,10565.0,44.0,27.0
Костромская область,2019,72.35,203821.4,108.09209317953928,4.1,10128.0,21.0,44.0
Курская область,2019,72.27,495864.4,103.8,4.0,9449.0,28.0,58.0
Липецкая область,2019,73.34,570022.9,103.3194405318376,3.7,9169.0,1167.0,310.0
Московская область,2019,73.86,5196136.4,102.16397316497654,2.7,12272.0,555.0,189.0
Орловская область,2019,72.56,266655.6,103.2310975672028,5.3,9810.0,4.0,26.0
Рязанская область,2019,73.2,436417.7,102.6858878074886,3.9,9615.0,532.0,102.0
Смоленская область,2019,71.89,349237.6,101.8,5.2,10330.0,103.0,53.0
Тамбовская область,2019,73.56,353745.5,101.93102252835938,3.9,9805.0,14.0,73.0
Тверская область,2019,71.24,488367.5,103.88881423730372,4.0,10400.0,53.0,67.0
Тульская область,2019,72.21,676822.6,105.71117100796285,3.8,10326.0,727.0,107.0
Ярославская область,2019,72.92,609150.8,101.59061378447925,5.4,9780.0,16.0,92.0
г. Москва,2019,78.36,19797064.3,107.6,1.4,16843.0,93.0,75.0
Республика Карелия,2019,71.46,319050.0,104.53397455997457,7.4,13307.0,98.0,122.0
Республика Коми,2019,71.3,718138.7,100.385462755573,6.8,13791.0,322.0,392.0
Архангельская область,2019,72.34,889974.4,103.8008875491186,6.3,12334.0,380.0,204.0
Вологодская область,2019,71.82,632759.5,106.02915580814977,4.5,10691.0,697.0,413.0
Калининградская область,2019,73.56,520951.2,101.70145192634344,4.4,11392.0,27.0,23.0
Ленинградская область,2019,73.64,1223679.6,102.20675233200902,3.9,11028.0,1097.0,194.0
Мурманская область,2019,71.75,616504.1,104.76104961708776,5.4,16688.0,1181.0,231.0
Новгородская область,2019,70.52,273808.0,97.99852253676654,3.6,10673.0,176.0,61.0
Псковская область,2019,70.65,196625.3,104.9,5.1,10633.0,23.0,40.0
г. Санкт-Петербург,2019,76.31,5186129.3,104.71929879199293,1.4,11500.0,7987.0,67.0
Республика Адыгея,2019,73.85,131125.8,105.6966067679027,8.2,9119.0,4.0,6.0
Республика Калмыкия,2019,74.84,88986.9,104.89900023944364,9.2,9700.0,0.1,6.0
Краснодарский край,2019,73.91,2577131.1,102.16110797312216,4.8,10621.0,1095.0,432.0
Астраханская область,2019,73.86,601811.2,103.03829521895598,7.6,10114.0,23.0,104.0
Волгоградская область,2019,74.07,963214.4,103.61325554786411,5.3,9322.0,140.0,144.0
Ростовская область,2019,73.69,1636017.5,102.71953554122828,4.8,10039.0,849.0,158.0
Республика Дагестан,2019,79.1,713723.6,102.01674534503913,13.0,9766.0,31.0,13.0
Республика Ингушетия,2019,83.4,73791.6,104.8846457507496,26.4,10012.0,,8.0
Кабардино-Балкарская Республика,2019,76.46,171544.7,101.55233516844646,10.7,10872.0,0.1,3.0
Карачаево-Черкесская Республика,2019,76.21,91430.0,101.39475893590256,11.7,9655.0,244.0,15.0
Республика Северная Осетия - Алания,2019,75.75,173459.4,102.86532144112942,12.1,9231.0,13.0,7.0
Ставропольский край,2019,74.66,829223.9,104.74450565410814,4.8,8973.0,78.0,102.0
Республика Башкортостан,2019,72.64,1803321.7,103.32277774859136,4.4,9222.0,320.0,471.0
Республика Марий Эл,2019,72.9,203282.1,101.9195266600273,4.6,9258.0,11.0,37.0
Республика Мордовия,2019,73.95,262760.6,104.21493832108962,4.2,9181.0,324.0,51.0
Республика Татарстан,2019,75.03,2808753.3,102.15672114956332,3.3,8938.0,261.0,290.0
Удмуртская Республика,2019,72.8,722846.0,103.48400212779822,4.3,9455.0,69.0,197.0
Чувашская Республика,2019,73.44,339490.4,105.1,4.7,9285.0,7.0,37.0
Кировская область,2019,72.96,370472.6,104.09748144417104,4.8,10330.0,139.0,89.0
Нижегородская область,2019,72.32,1617171.7,102.4,4.1,9699.0,102.0,162.0
Оренбургская область,2019,72.04,1106329.3,103.88967409658252,4.4,8991.0,527.0,452.0
Пензенская область,2019,73.61,448521.1,101.94364060728785,4.3,9179.0,1053.0,28.0
Самарская область,2019,72.77,1689575.4,103.28463176968968,3.9,10148.0,429.0,254.0
Саратовская область,2019,73.07,809822.6,109.67747049327104,4.3,8809.0,255.0,120.0
Ульяновская область,2019,72.96,424995.6,103.34000695156357,3.8,9630.0,22.0,28.0
Курганская область,2019,71.14,236825.8,104.07714992774947,7.8,9795.0,61.0,45.0
Свердловская область,2019,71.81,2535215.0,103.11711696950124,4.2,10186.0,7060.0,898.0
Тюменская область,2019,74.04,8952460.5,103.00154858331602,3.0,11019.0,386.0,2220.0
Челябинская область,2019,72.08,1547518.0,102.40660666034842,5.1,10038.0,2131.0,493.0
Республика Алтай,2019,70.29,57064.0,105.4,11.0,10041.0,3.0,6.0
Республика Тыва,2019,67.57,79321.3,101.57519204545102,6.0,10384.0,8.0,105.0
Республика Хакасия,2019,71.05,256322.3,104.87291807358858,5.8,10809.0,143.0,169.0
Алтайский край,2019,71.61,628146.1,104.20546417022828,4.5,9704.0,521.0,2432.0
Красноярский край,2019,71.16,2696158.9,104.2,6.6,12290.0,5250.0,644.0
Иркутская область,2019,69.55,1540237.8,104.95438506927924,5.5,11365.0,2426.0,1760.0
Кемеровская область,2019,69.78,1110194.8,103.43079939060692,6.1,9764.0,3380.0,136.0
Новосибирская область,2019,72.25,1332895.8,103.35936594729478,6.4,11018.0,659.0,151.0
Омская область,2019,72.32,772095.9,104.41776533160456,5.5,9570.0,1613.0,225.0
Томская область,2019,72.85,617903.6,102.581308796071,9.2,11140.0,203.0,1099.0
Республика Бурятия,2019,70.77,285490.6,106.78307008223426,12.3,11274.0,600.0,5.0
Республика Саха (Якутия),2019,73.0,1227680.3,102.911886413962,6.9,17286.0,373.0,288.0
Приморский край,2019,70.54,1069330.7,106.7,5.2,13270.0,1911.0,178.0
Хабаровский край,2019,70.05,805215.6,101.5925272129432,3.8,14417.0,450.0,112.0
Амурская область,2019,68.66,395617.2,106.04681101347886,5.4,12379.0,349.0,124.0
Магаданская область,2019,69.66,214414.9,105.90169802300576,4.6,19695.0,45.0,60.0
Сахалинская область,2019,70.28,1172226.1,108.82721415866952,5.2,14898.0,30.0,57.0
Еврейская автономная область,2019,68.08,56847.6,102.6,6.2,14329.0,110.0,16.0
Чукотский автономный округ,2019,68.09,94995.0,102.9242066370261,3.8,22098.0,23.0,18.0
Белгородская область,2020,72.37,997330.9,104.80433940333204,4.9,9593.0,1075.0,168.0
Брянская область,2020,70.63,414179.4,102.94400615739848,4.0,10950.0,102.0,47.0
Владимирская область,2020,70.03,553092.4,102.9980657640232,5.6,10808.0,12.0,60.0
Воронежская область,2020,71.91,1062765.4,103.1875179477362,4.3,9053.0,137.0,116.0
Ивановская область,2020,70.66,269508.8,101.63618864292587,5.4,10581.0,6.0,25.0
Калужская область,2020,70.38,561895.8,102.41080038572804,4.7,10964.0,44.0,26.0
Костромская область,2020,70.92,204114.1,98.5766493556453,5.5,11010.0,26.0,45.0
Курская область,2020,70.52,523000.5,105.31884197364624,4.9,9997.0,31.0,53.0
Липецкая область,2020,70.59,618273.1,103.3053869133661,4.3,9828.0,1631.0,322.0
Московская область,2020,71.67,5406076.5,101.7923241768946,3.6,13169.0,600.0,203.0
Орловская область,2020,70.1,282883.7,103.68151512223405,6.1,10378.0,6.0,27.0
Рязанская область,2020,70.95,461214.6,101.77161563643368,5.4,10785.0,273.0,77.0
Смоленская область,2020,70.1,365048.1,102.51450676982591,5.3,10752.0,259.0,58.0
Тамбовская область,2020,71.78,376258.7,104.07849172758756,4.6,10178.0,13.0,69.0
Тверская область,2020,69.76,486599.1,103.94126738794436,4.4,11138.0,51.0,97.0
Тульская область,2020,70.2,713110.4,103.34522317555192,4.4,10999.0,615.0,119.0
Ярославская область,2020,70.94,611748.5,100.89362928797924,7.3,10668.0,19.0,84.0
г. Москва,2020,76.2,20260717.7,103.06974936856422,2.6,17740.0,117.0,60.0
Республика Карелия,2020,69.63,322803.6,104.1085345905898,8.7,14196.0,129.0,129.0
Республика Коми,2020,70.3,613266.9,102.10897986449088,7.7,14567.0,274.0,350.0
Архангельская область,2020,71.35,781819.0,102.77670651754724,7.4,13304.0,342.0,191.0
Вологодская область,2020,70.71,624437.1,105.38483768423082,6.1,11428.0,826.0,377.0
Калининградская область,2020,72.93,549311.2,99.18950212273252,5.9,12084.0,55.0,21.0
Ленинградская область,2020,71.53,1238641.3,101.13669484115417,5.3,11289.0,1017.0,214.0
Мурманская область,2020,69.81,798450.1,105.07456904900252,7.7,17723.0,1715.0,199.0
Новгородская область,2020,69.59,279689.3,102.44043599884247,5.8,11352.0,189.0,63.0
Псковская область,2020,69.13,201756.7,103.86332750922152,6.5,11441.0,17.0,37.0
г. Санкт-Петербург,2020,73.99,5332558.3,100.95920937893617,2.9,11910.0,38.0,67.0
Республика Адыгея,2020,73.27,142913.5,102.89855072463769,8.5,9876.0,6.0,8.0
Республика Калмыкия,2020,72.93,94025.9,107.55478662053058,9.6,10443.0,0.4,3.0
Краснодарский край,2020,72.24,2667228.2,103.18767561282824,5.7,11261.0,1141.0,415.0
Астраханская область,2020,72.01,527290.2,104.45155659004944,7.9,10793.0,27.0,112.0
Волгоградская область,2020,71.98,977707.7,104.15458937198068,7.6,9864.0,110.0,175.0
Ростовская область,2020,72.04,1714576.7,102.1297192642788,5.0,10787.0,730.0,175.0
Республика Дагестан,2020,76.43,740798.8,111.6,15.7,10465.0,4.0,10.0
Республика Ингушетия,2020,81.48,70857.40000000001,104.31932124951793,29.8,10353.0,0.0,2.0
Кабардино-Балкарская Республика,2020,74.37,180077.5,104.9537393986122,14.8,11311.0,0.1,3.0
Карачаево-Черкесская Республика,2020,74.82,95297.1,107.0117828858412,14.7,10277.0,239.0,16.0
Республика Северная Осетия - Алания,2020,74.08,179159.0,103.02264554378462,15.4,9854.0,4.0,10.0
Ставропольский край,2020,73.2,846890.1,102.49494268374916,6.2,9777.0,64.0,110.0
Республика Башкортостан,2020,70.36,1694189.7,102.54924681344148,5.9,9834.0,311.0,441.0
Республика Марий Эл,2020,71.05,197948.7,103.75896144158108,6.8,9846.0,10.0,55.0
Республика Мордовия,2020,71.6,266387.0,105.0632911392405,5.3,9378.0,323.0,59.0
Республика Татарстан,2020,72.61,2631286.8,103.10378273520855,3.6,9600.0,252.0,325.0
Удмуртская Республика,2020,71.03,684430.6,103.38818973862536,6.3,10314.0,88.0,131.0
Чувашская Республика,2020,71.03,346046.4,104.26586337576522,6.1,9804.0,7.0,25.0
Кировская область,2020,71.42,396946.8,104.12857280338754,5.4,10710.0,183.0,87.0
Нижегородская область,2020,70.33,1600333.4,102.82083373447576,4.6,10372.0,82.0,122.0
Оренбургская область,2020,69.73,1046728.3,103.79377431906616,5.9,9760.0,497.0,405.0
Пензенская область,2020,71.34,484785.4,102.89855072463769,5.0,9610.0,1072.0,33.0
Самарская область,2020,70.45,1625461.8,102.55421686746988,4.4,10962.0,463.0,255.0
Саратовская область,2020,71.14,856515.7,104.66788076296368,5.6,9631.0,340.0,127.0
Ульяновская область,2020,70.98,438968.9,102.1686746987952,4.9,10306.0,18.0,31.0
Курганская область,2020,69.94,240188.2,104.26494656782516,8.2,10452.0,28.0,39.0
Свердловская область,2020,70.15,2512654.9,102.09627329192546,5.8,10817.0,6893.0,784.0
Тюменская область,2020,72.24,7280595.6,105.29904539255796,3.6,14740.0,422.0,2183.0
Челябинская область,2020,70.29,1602739.4,101.65393171486603,6.8,11232.0,1871.0,457.0
Республика Алтай,2020,69.15,62850.8,105.52910309979592,14.0,10697.0,1.0,7.0
Республика Тыва,2020,66.25,82230.8,103.96611474778592,8.7,10674.0,10.0,110.0
Республика Хакасия,2020,70.06,266213.2,103.82460884682249,5.9,11795.0,214.0,175.0
Алтайский край,2020,70.19,664129.2,105.50769528603232,6.0,10211.0,520.0,2540.0
Красноярский край,2020,69.82,2725096.7,100.63866847300172,7.7,13053.0,5731.0,655.0
Иркутская область,2020,68.25,1494326.6,102.88424312814556,6.7,11982.0,2414.0,1612.0
Кемеровская область,2020,68.51,1045077.1,103.73242850218128,6.7,10403.0,3049.0,164.0
Новосибирская область,2020,70.32,1358350.1,103.23203087313073,8.9,11845.0,831.0,147.0
Омская область,2020,70.32,770280.4,102.85769267776388,8.6,10324.0,1452.0,177.0
Томская область,2020,71.17,553211.6,102.18908326163849,10.5,11850.0,192.0,1120.0
Республика Бурятия,2020,70.29,302800.4,107.0156866519103,18.0,12333.0,554.0,5.0
Республика Саха (Якутия),2020,71.1,1133688.2,102.91020486310548,7.4,17824.0,479.0,286.0
Приморский край,2020,69.55,1105672.6,103.08582449373192,5.5,14025.0,1303.0,170.0
Хабаровский край,2020,68.61,856904.8,101.8875192604006,4.0,15569.0,483.0,121.0
Амурская область,2020,67.38,449317.5,105.23321956769055,6.0,13530.0,331.0,136.0
Магаданская область,2020,69.04,285146.0,105.03875968992249,5.6,20830.0,41.0,40.0
Сахалинская область,2020,69.73,1001689.4,101.65257494235205,5.5,16130.0,62.0,64.0
Еврейская автономная область,2020,67.5,63177.1,103.72062042059189,6.3,15416.0,106.0,17.0
Чукотский автономный округ,2020,65.82,119949.4,110.5330322960636,4.4,23999.0,21.0,17.0
Белгородская область,2021,70.67,1359965.6,104.4,4.2,9720.0,874.0,156.0
Брянская область,2021,68.67,482669.4,104.1,3.4,11280.0,146.0,44.0
Владимирская область,2021,68.11,730328.8,104.7,3.9,11093.0,12.0,62.0
Воронежская область,2021,69.49,1273851.9,103.8,3.8,9747.0,137.0,111.0
Ивановская область,2021,69.02,308392.2,103.2,4.5,10761.0,7.0,25.0
Калужская область,2021,69.16,671155.5,103.2,4.0,11618.0,50.0,30.0
Костромская область,2021,68.78,247508.0,104.0,4.4,11241.0,29.0,41.0
Курская область,2021,68.56,688469.1,104.4,4.0,10459.0,43.0,56.0
Липецкая область,2021,68.58,853038.4,101.2,4.2,9945.0,2097.0,322.0
Московская область,2021,70.35,6809951.1,102.6,3.4,13580.0,494.0,171.0
Орловская область,2021,68.97,338266.1,104.5,4.7,10722.0,11.0,27.0
Рязанская область,2021,68.61,544053.6,103.6,4.0,10785.0,1241.0,97.0
Смоленская область,2021,68.0,428827.5,103.2,5.0,11201.0,215.0,55.0
Тамбовская область,2021,69.88,442996.9,102.7,3.9,10221.0,12.0,68.0
Тверская область,2021,67.87,564548.5,104.2,3.9,11234.14,160.0,63.0
Тульская область,2021,68.97,887541.1,101.9,3.8,11134.0,424.0,116.0
Ярославская область,2021,69.07,695015.4,102.0,5.9,10742.0,15.0,87.0
г. Москва,2021,74.55,24265759.9,106.8,2.6,18029.0,182.0,63.0
Республика Карелия,2021,67.31,447564.1,99.1,6.6,14467.0,149.0,136.0
Республика Коми,2021,68.32,869995.8,100.2,7.0,14567.0,282.0,370.0
Архангельская область,2021,69.6,1080494.9,101.8,6.6,13857.0,405.0,197.0
Вологодская область,2021,69.08,1026496.5,99.4,4.7,11767.0,822.0,380.0
Калининградская область,2021,70.99,683811.6,105.6,5.0,12067.0,65.0,23.0
Ленинградская область,2021,70.17,1473287.1,102.9,3.7,11289.0,617.0,234.0
Мурманская область,2021,68.29,1106607.7,104.8,5.8,18625.0,1627.0,134.0
Новгородская область,2021,67.64,345664.3,107.9,4.1,11408.0,197.0,66.0
Псковская область,2021,67.69,227739.7,105.7,4.7,11807.0,14.0,39.0
г. Санкт-Петербург,2021,72.51,9420445.3,104.2,2.0,11910.4,33.0,72.0
Республика Адыгея,2021,71.22,171386.1,104.2,8.3,9779.0,2.0,8.0
Республика Калмыкия,2021,71.4,102377.2,94.6,9.0,10631.0,,4.0
Краснодарский край,2021,70.53,3280988.8,105.2,5.0,11397.0,1019.0,435.0
Астраханская область,2021,69.9,663770.6,101.5,7.7,11069.0,15.0,91.0
Волгоградская область,2021,69.96,1067376.2,101.9,4.9,10158.0,120.0,223.0
Ростовская область,2021,69.79,2042953.9,103.2,4.0,11053.0,861.0,177.0
Республика Дагестан,2021,76.59,802523.3,92.3,15.1,10628.0,12.0,11.0
Республика Ингушетия,2021,80.52,71831.70000000001,98.2,30.9,10964.0,0.0,2.0
Кабардино-Балкарская Республика,2021,73.77,212776.9,98.8,11.7,12576.0,0.1,5.0
Карачаево-Черкесская Республика,2021,73.47,108591.7,103.8,12.3,10451.0,7.0,14.0
Республика Северная Осетия - Алания,2021,72.47,197993.1,101.1,13.4,10596.0,4.0,10.0
Ставропольский край,2021,71.66,1037863.5,103.0,5.3,10081.0,69.0,124.0
